,Resturent_id,Restaurant,Restaurant_Type,Price_For_Two,Location,Link,Timing,Dining_Review_Count,Dining_Rating,Delivery_Rating,Delivery_Review_count,Price per Person,Rating Category,Total Review Count,Popularity score,price range category
384,384,Klava,"Bakery, Desserts, Coffee, Shake",800," Forum Rex Walk, Bangalore",https://www.zomato.com/bangalore/klava-brigade-road-bangalore/info,"12midnight â€“ 2am, 12noon â€“ 12midnight (Today)",73,3.5,0.0,1,400,Average,74,260.0,Low
385,385,Azukii Bistro,"Japanese, Asian, Rolls, Sushi, Salad, Tea, Beverages",1800," Richmond Town, Bangalore",https://www.zomato.com/bangalore/azukii-bistro-richmond-town-bangalore/info,Opens tomorrow at 12:30pm,274,4.8,4.6,"1,666",900,Excellent,1940,9313.0,Medium
386,386,Bangalore Brew Works,"Continental, Italian, South Indian, Fast Food, Beverages",2000," Residency Road, Bangalore",https://www.zomato.com/bangalore/bangalore-brew-works-residency-road/info,12noon â€“ 11:30pm (Today),"2,565",4.1,0.0,0,1000,Good,2565,10517.5,Medium
387,387,Monk's Bar & Social,"Bar Food, South Indian, Asian, European, Italian, North Indian, Desserts, Beverages",1000," BTM, Bangalore",https://www.zomato.com/bangalore/monks-bar-social-1-btm-bangalore/info,12noon â€“ 11:30pm (Today),459,4.5,3.0,8,500,Excellent,467,2102.5,Low
388,388,Gustoes,"Italian, Seafood, Chinese, Asian, North Indian, BBQ, Desserts, Beverages",1800," Jayanagar, Bangalore",https://www.zomato.com/bangalore/gustoes-jayanagar-bangalore/info,Opens tomorrow at 12noon,"1,710",4.4,3.7,141,900,Good,1851,8145.4,Medium
389,389,1947,"North Indian, Chinese, Desserts, Beverages",1000," Hennur, Bangalore",https://www.zomato.com/bangalore/1947-hennur-bangalore/info,Opens tomorrow at 12noon,206,4.3,4.0,41,500,Good,247,1063.1,Low
390,390,Prequel,"North Indian, Continental, Asian, Italian, Pizza, Sushi, Burger, Desserts",1300," Hebbal, Bangalore",https://www.zomato.com/bangalore/prequel-3-hebbal-bangalore/info,12noon â€“ 1am (Today),540,4.4,4.0,110,650,Good,650,2861.0,Medium
391,391,Boba Bhai,"Bubble Tea, Burger, Beverages, Tea, Fast Food, Street Food, Momos, Shake",700," Electronic City, Bangalore",https://www.zomato.com/bangalore/boba-bhai-electronic-city-bangalore/info,24 Hours (Today),12,3.6,4.2,"1,389",350,Average,1401,5044.6,Low
392,392,Basil Bistro,"Continental, Italian, North Indian, Asian, Pizza, Desserts, Coffee, Beverages",1800," HSR, Bangalore",https://www.zomato.com/bangalore/basil-bistro-hsr-bangalore/info,Opens tomorrow at 11:30am,"2,746",4.2,4.4,197,900,Good,2943,12361.6,Medium
393,393,Publik,"North Indian, Kebab, Chinese, Continental, Mughlai, Seafood, Bar Food, Beverages",1400," Bellandur, Bangalore",https://www.zomato.com/bangalore/publik-bellandur-bangalore/info,1pm â€“ 12midnight (Today),"1,251",4.2,3.5,104,700,Good,1355,5692.0,Medium
394,394,The Lotus Oriental - The Leela Bhartiya City,"Thai, Oriental, Japanese, Asian, Desserts, Beverages",3000," The Leela Bhartiya City, Bengaluru, Bangalore",https://www.zomato.com/bangalore/the-lotus-oriental-the-leela-bhartiya-city-jakkur-bangalore/info,Opens tomorrow at 12:30pm,75,4.2,0.0,0,1500,Good,75,316.0,High
395,395,Tastique,"North Indian, Chinese, Beverages",1500," Nagawara, Bangalore",https://www.zomato.com/bangalore/tastique-6-nagawara-bangalore/info,Opens tomorrow at 12noon,114,4.5,4.2,89,750,Excellent,203,914.5,Medium
396,396,Al Daaz,"North Indian, Chinese, Mughlai, BBQ, Seafood, Fast Food, Biryani, Beverages",600," HSR, Bangalore",https://www.zomato.com/bangalore/al-daaz-hsr/info,12noon â€“ 1am (Today),"1,681",3.9,4.3,101.3K,300,Average,102981,401626.9,Low
397,397,Casa Fresco By Tea Brew,"American, Italian, Pasta, Steak, Chinese, Momos, Bubble Tea, Beverages",950," HSR, Bangalore",https://www.zomato.com/bangalore/casa-fresco-by-tea-brew-hsr-bangalore/info,Opens tomorrow at 10am,621,4.1,4.1,800,475,Good,1421,5827.1,Low
398,398,Happy Place,"Beverages, American, Cafe, Continental, European, Pasta, Salad",300," New BEL Road, Bangalore",https://www.zomato.com/bangalore/happy-place-new-bel-road-bangalore/info,Opens tomorrow at 11am,55,4.1,4.3,65,150,Good,120,493.0,Low
399,399,46 Ounces Brewgarden,"Finger Food, Asian, Chinese, Pizza, North Indian, Fast Food",1900," Electronic City, Bangalore",https://www.zomato.com/bangalore/46-ounces-brewgarden-electronic-city-bangalore/info,12noon â€“ 12midnight (Today),"3,674",4.3,3.5,635,950,Good,4309,18529.7,Medium
400,400,United Telugu Kitchens,South Indian,2000," Forum Falcon City Mall, Kanakapura Roaad, Bangalore",https://www.zomato.com/bangalore/united-telugu-kitchens-kumaraswamy-layout-bangalore/info,12noon â€“ 11:30pm (Today),25,3.6,0.0,0,1000,Average,25,91.0,Medium
401,401,Trippy Goat Cafe,"Cafe, Continental, Fast Food, Beverages",1200," Cunningham Road, Bangalore",https://www.zomato.com/bangalore/trippy-goat-cafe-cunningham-road-bangalore/info,11am â€“ 11:30pm (Today),191,4.3,4.0,25,600,Good,216,929.8,Medium
402,402,Gufha,"North Indian, Chinese, Continental, Biryani, Kebab, Desserts",1100," Sankey Road, Bangalore",https://www.zomato.com/bangalore/gufha-1-sankey-road-bangalore/info,"12noon â€“ 4pm, 7pm â€“ 11:45pm (Today)",293,4.5,4.0,18,550,Excellent,311,1400.5,Medium
403,403,Bangalore Adda,"Salad, Seafood, Kebab, Pizza, Chinese, North Indian, Biryani, Desserts",1200," New BEL Road, Bangalore",https://www.zomato.com/bangalore/bangalore-adda-1-new-bel-road-bangalore/info,11:30am â€“ 12:30am (Today),477,4.0,3.5,59,600,Good,536,2145.0,Medium
404,404,Kake Di Hatti,"North Indian, Chinese, Beverages",1800," Electronic City, Bangalore",https://www.zomato.com/bangalore/kake-di-hatti-electronic-city-bangalore/info,Opens tomorrow at 11:30am,76,4.2,4.0,31,900,Good,107,450.4,Medium
405,405,"Cha Cha Cha - Dimsum, Sushi, Stir Fry","Asian, Chinese",2500," Phoenix Marketcity Bangalore, Whitefield, Bangalore",https://www.zomato.com/bangalore/cha-cha-cha-dimsum-sushi-stir-fry-whitefield-bangalore/info,11:30am â€“ 11:30pm (Today),"1,404",4.0,4.0,171,1250,Good,1575,6301.0,High
406,406,Paper And Pie,"Cafe, Italian, Continental, Desserts, Beverages, Shake",1200," Indiranagar, Bangalore",https://www.zomato.com/bangalore/paper-and-pie-indiranagar-bangalore/info,Opens tomorrow at 8am,172,3.5,0.0,0,600,Average,172,603.0,Medium
407,407,Pinxx - Royal Orchid Central,"Continental, North Indian, Chinese, Sandwich, Fast Food, Desserts, Beverages",1900," Royal Orchid Central, MG Road, Bangalore",https://www.zomato.com/bangalore/pinxx-royal-orchid-central-mg-road-bangalore/info,7am â€“ 11:30pm (Today),500,3.9,3.9,247,950,Average,747,2914.3,Medium
408,408,Empire Restaurant,"North Indian, Biryani, Kebab, South Indian, Mughlai, Chinese, Seafood",950," Indiranagar, Bangalore",https://www.zomato.com/bangalore/empire-restaurant-indiranagar/info,11am â€“ 2:30am (Today),12K,3.8,3.9,90K,475,Average,102000,387601.0,Low
409,409,Olive Tap House,"North Indian, Biryani, Chinese, Asian, Continental, Pizza, Italian, Mexican",1000," Bannerghatta Road, Bangalore",https://www.zomato.com/bangalore/olive-tap-house-bannerghatta-road-bangalore/info,12noon â€“ 11:30pm (Today),27,4.0,0.0,3,500,Good,30,121.0,Low
410,410,Ottoman Restobar,"Continental, Modern Indian, South Indian",1100," Bellandur, Bangalore",https://www.zomato.com/bangalore/ottoman-restobar-bellandur-bangalore/info,12noon â€“ 12midnight (Today),221,3.9,4.0,9,550,Average,230,898.0,Medium
411,411,Momoz,"Momos, North Indian, Chinese, Seafood, Shake, Beverages",500," BTM, Bangalore",https://www.zomato.com/bangalore/momoz-1-btm-bangalore/info,11:30am â€“ 11:30pm (Today),25,3.7,0.0,0,250,Average,25,93.5,Low
412,412,Mahesh Lunch Home,"Seafood, Mangalorean, South Indian, North Indian, Continental, Desserts, Beverages",1700," Indiranagar, Bangalore",https://www.zomato.com/bangalore/mahesh-lunch-home-1-indiranagar-bangalore/info,12noon â€“ 11:30pm (Today),653,4.2,4.1,"1,774",850,Good,2427,10194.4,Medium
413,413,Broadway - The Gourmet Theatre,"Chinese, North Indian, Mughlai, Biryani, Asian, Japanese, Sushi, Beverages",2000," HSR, Bangalore",https://www.zomato.com/bangalore/broadway-the-gourmet-theatre-hsr/info,Opens tomorrow at 11:30am,"2,549",4.3,4.2,"2,374",1000,Good,4923,21169.9,Medium
414,414,Sunburn Union,"Bar Food, South Indian, North Indian",2000," Koramangala 6th Block, Bangalore",https://www.zomato.com/bangalore/sunburn-union-koramangala-6th-block-bangalore/info,"12midnight â€“ 12:45am, 7pm â€“ 12midnight (Today)",39,3.5,0.0,0,1000,Average,39,137.5,Medium
415,415,Sozo Skyline,"Asian, Chinese, Thai, Sushi",1800," Lavelle Road, Bangalore",https://www.zomato.com/bangalore/sozo-skyline-lavelle-road-bangalore/info,12noon â€“ 12midnight (Today),30,0.0,0.0,0,900,Below Average,30,1.0,Medium
416,416,Botanica,"North Indian, Oriental",1500," Kanakapura Road, Bangalore",https://www.zomato.com/bangalore/botanica-kanakapura-road-bangalore/info,Opens tomorrow at 11am,20,4.1,0.0,0,750,Good,20,83.0,Medium
417,417,NK Dum Biryani,"Biryani, North Indian, Kebab, Chinese, Street Food",350," RT Nagar, Bangalore",https://www.zomato.com/bangalore/nk-dum-biryani-rt-nagar-bangalore/info,24 Hours (Today),7,3.6,3.7,113,175,Average,120,433.0,Low
418,418,Restaurant Chef Pillai,Kerala,1000," Brigade Road, Bangalore",https://www.zomato.com/bangalore/restaurant-chef-pillai-brigade-road-bangalore/info,"12midnight â€“ 3am, 7am â€“ 12midnight (Today)",190,4.4,4.1,563,500,Good,753,3314.2,Low
419,419,Murphy's Brewhouse - The Paul Bangalore,"Continental, Mexican, Italian, Fast Food, North Indian, Irish, Desserts, Beverages",2000," The Paul Bangalore, Domlur, Bangalore",https://www.zomato.com/bangalore/murphys-brewhouse-the-paul-bangalore-domlur-bangalore/info,11am â€“ 12midnight (Today),"3,495",4.3,0.0,0,1000,Good,3495,15029.5,Medium
420,420,Fat Owl,"North Indian, Salad, Fast Food, Chinese, Seafood, Pizza, Italian, Bar Food",1800," JP Nagar, Bangalore",https://www.zomato.com/bangalore/fat-owl-jp-nagar-bangalore/info,12noon â€“ 12midnight (Today),"2,099",4.2,4.0,8,900,Good,2107,8850.4,Medium
421,421,153 Biere Street,"Asian, Continental, North Indian, Malaysian, Italian, Desserts",2000," Whitefield, Bangalore",https://www.zomato.com/bangalore/153-biere-street-whitefield-bangalore/info,Opens tomorrow at 12noon,"4,976",4.2,4.0,504,1000,Good,5480,23017.0,Medium
422,422,Chavadi,"North Indian, South Indian, Seafood, Desserts, Beverages",1700," Bannerghatta Road, Bangalore",https://www.zomato.com/bangalore/chavadi-bannerghatta-road/info,Opens tomorrow at 12noon,"2,887",4.3,4.0,"1,204",850,Good,4091,17592.3,Medium
423,423,Monkey Bar,"Continental, North Indian, Beverages",2000," Church Street, Bangalore",https://www.zomato.com/bangalore/monkey-bar-church-street-bangalore/info,12noon â€“ 1am (Today),45,3.8,0.0,0,1000,Average,45,172.0,Medium
424,424,Ebony,"North Indian, Biryani, South Indian, Thai, Seafood, Desserts, Beverages",1900," Barton Centre, Bangalore",https://www.zomato.com/bangalore/ebony-mg-road/info,"12noon â€“ 3:30pm, 7pm â€“ 11:30pm (Today)","3,669",4.2,4.4,450,950,Good,4119,17300.8,Medium
425,425,Daya's Kitchen,"Biryani, Chinese, Kebab",400," Bommanahalli, Bangalore",https://www.zomato.com/bangalore/dayas-kitchen-bommanahalli-bangalore/info,12:15pm â€“ 12midnight (Today),13,3.8,4.0,24,200,Average,37,141.6,Low
426,426,Tandoor | A Heritage Indian Restaurant & Bar,"North Indian, Mughlai, Kebab, Kashmiri, Seafood, Biryani, Grilled Chicken, Bar Food",1700," MG Road, Bangalore",https://www.zomato.com/bangalore/tandoor-a-heritage-indian-restaurant-bar-mg-road-bangalore/info,Opens tomorrow at 12noon,"1,813",3.5,3.8,546,850,Average,2359,8257.5,Medium
427,427,PiJJA,"Italian, Pizza, Pasta",500," Indiranagar, Bangalore",https://www.zomato.com/bangalore/pijja-2-indiranagar-bangalore/info,8am â€“ 12midnight (Today),141,4.3,3.9,60,250,Good,201,865.3,Low
428,428,Cosmo Dhaba,"North Indian, Biryani, Chinese, Sandwich, Burger, Pasta, Fast Food, Beverages",550," HSR, Bangalore",https://www.zomato.com/bangalore/cosmo-dhaba-hsr-bangalore/info,Opens tomorrow at 11:30am,176,3.9,3.8,138,275,Average,314,1225.6,Low
429,429,Record Room,"Sushi, Bar Food, Pizza, Desserts, Beverages",2500," MG Road, Bangalore",https://www.zomato.com/bangalore/record-room-mg-road-bangalore/info,"12midnight â€“ 1am, 12noon â€“ 12midnight (Today)",554,4.5,4.0,6,1250,Excellent,560,2521.0,High
430,430,Tiddly Tavern Bar & Grill,"South Indian, North Indian, Continental, Pizza, Asian, Chinese, Seafood",1000," Ascendas Park Square, Whitefield, Bangalore",https://www.zomato.com/bangalore/tiddly-tavern-bar-grill-2-whitefield-bangalore/info,12noon â€“ 11:45pm (Today),458,4.2,3.6,8,500,Good,466,1958.2,Low
431,431,The Whitefield Arms Pub & Microbrewery,"Modern Indian, Continental, BBQ",2000," VR Bengaluru, Whitefield, Bangalore",https://www.zomato.com/bangalore/the-whitefield-arms-pub-microbrewery-whitefield-bangalore/info,,"2,413",4.1,4.3,268,1000,Good,2681,10993.1,Medium
432,432,Paradise Biryani - A Legend Since 1953,"Biryani, Kebab, North Indian, Rolls, Chinese, Desserts",1100," JP Nagar, Bangalore",https://www.zomato.com/bangalore/paradise-biryani-a-legend-since-1953-jp-nagar-bangalore/info,"12midnight â€“ 2am, 11am â€“ 12midnight (Today)","2,207",3.7,4.3,26.8K,550,Average,29007,107326.9,Medium
433,433,Ithaca - The Chancery Pavilion,"North Indian, Chinese, South Indian, Asian, Pasta, Street Food, Fast Food, Desserts",2500," The Chancery Pavilion, Residency Road, Bangalore",https://www.zomato.com/bangalore/ithaca-the-chancery-pavilion-residency-road/info,Opens tomorrow at 7am,760,3.8,0.0,0,1250,Average,760,2889.0,High
434,434,KFC,"Burger, Fast Food, Rolls",400," Embassy Manyata Business Park,  Nagawara , Bangalore",https://www.zomato.com/bangalore/kfc-nagawara/info,Opens tomorrow at 11am,498,3.8,4.0,"8,840",200,Average,9338,35485.4,Low
435,435,Chez Mariannick,"French, Pizza, Bakery, Salad, Desserts",1100," Whitefield, Bangalore",https://www.zomato.com/bangalore/chez-mariannick-whitefield/info,Opens tomorrow at 10am,478,4.2,0.0,0,550,Good,478,2008.6,Medium
436,436,24th Main,"North Indian, Chinese, Biryani",1200," JP Nagar, Bangalore",https://www.zomato.com/bangalore/24th-main-jp-nagar/info,Opens tomorrow at 12noon,"1,369",3.8,4.0,747,600,Average,2116,8041.8,Medium
437,437,Gwalia,"North Indian, Street Food, Ice Cream, Mithai, Desserts",250," ITPL Main Road, Whitefield, Bangalore",https://www.zomato.com/bangalore/gwalia-itpl-main-road-whitefield-bangalore/info,8am â€“ 12midnight (Today),218,3.9,3.8,770,125,Average,988,3854.2,Low
438,438,Shift Lounge & Bar,"North Indian, Chinese, Desserts, Beverages",1500," Marathahalli, Bangalore",https://www.zomato.com/bangalore/shift-lounge-bar-marathahalli-bangalore/info,11am â€“ 12midnight (Today),64,4.2,0.0,0,750,Good,64,269.8,Medium
439,439,Mitico Coffee Roasters,"Cafe, Continental, Italian, Burger, North Indian, Salad, Shake, Beverages",900," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/mitico-coffee-roasters-koramangala-5th-block-bangalore/info,11am â€“ 12midnight (Today),275,4.4,4.2,94,450,Good,369,1624.6,Low
440,440,Seta,"Asian, Mediterranean, Chinese, Desserts",2500," Hilton Bangalore Embassy GolfLinks, Domlur, Bangalore",https://www.zomato.com/bangalore/seta-domlur-bangalore/info,6:30pm â€“ 11:30pm (Today),226,4.6,0.0,0,1250,Excellent,226,1040.6,High
441,441,Hokkaido Japanese & Korean Restaurants,"Japanese, Korean",2000," Indiranagar, Bangalore",https://www.zomato.com/bangalore/hokkaido-japanese-korean-restaurants-indiranagar-bangalore/info,Opens tomorrow at 12noon,333,4.1,4.0,14,1000,Good,347,1423.7,Medium
442,442,Hoppipola,"Continental, Italian, Chinese, North Indian, Pizza, Beverages",2000," Church Street, Bangalore",https://www.zomato.com/bangalore/hoppipola-church-street/info,12noon â€“ 1am (Today),"2,768",4.1,4.5,125,1000,Good,2893,11862.3,Medium
443,443,Sathya's,"North Indian, Chinese, Beverages",1400," Koramangala 3rd Block, Bangalore",https://www.zomato.com/bangalore/sathyas-koramangala-3rd-block/info,10am â€“ 12midnight (Today),927,4.1,0.0,0,700,Good,927,3801.7,Medium
444,444,Subz,"North Indian, Chinese, Desserts, Beverages",1200," Jayanagar, Bangalore",https://www.zomato.com/bangalore/subz-jayanagar/info,Opens tomorrow at 12noon,"2,187",4.0,3.7,473,600,Good,2660,10641.0,Medium
445,445,Kathpal's,"North Indian, Chinese, Biryani, Street Food, Desserts, Beverages",1000," Vega City, Bannerghatta Road, Bangalore",https://www.zomato.com/bangalore/kathpals-bannerghatta-road-bangalore/info,11:30am â€“ 11:30pm (Today),"1,555",4.2,4.2,898,500,Good,2453,10303.6,Low
446,446,Elysium By Stories,"South Indian, North Indian, Fast Food, Oriental",1400," Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/elysium-by-stories-sarjapur-road-bangalore/info,,"1,206",4.3,0.0,0,700,Good,1206,5186.8,Medium
447,447,Isobel,"Cafe, Continental, Italian, Beverages",700," Jayanagar, Bangalore",https://www.zomato.com/bangalore/isobel-1-jayanagar-bangalore/info,8am â€“ 12midnight (Today),113,4.2,3.9,22,350,Good,135,568.0,Low
448,448,The Market - The Ritz-Carlton,"North Indian, European, Asian",3000," The Ritz-Carlton, Bangalore, Bangalore",https://www.zomato.com/bangalore/the-market-the-ritz-carlton-residency-road/info,6:30am â€“ 12:30am (Today),"1,066",4.1,4.1,60,1500,Good,1126,4617.6,High
449,449,Just BLR Arena,"Continental, North Indian, Italian, Beverages",1800," Brigade Road, Bangalore",https://www.zomato.com/bangalore/just-blr-arena-1-brigade-road-bangalore/info,7pm â€“ 12:45am (Today),"1,313",4.4,0.0,0,900,Good,1313,5778.2,Medium
450,450,Kenzai,"Asian, Japanese, Chinese, Salad, Desserts, Beverages",1700," Garuda Mall, Magrath Road, Bangalore",https://www.zomato.com/bangalore/kenzai-brigade-road-bangalore/info,Opens tomorrow at 12noon,212,4.3,4.0,28,850,Good,240,1033.0,Medium
451,451,Graffiti by HOC,"Continental, Chinese, Modern Indian, Beverages",1000," Kalyan Nagar, Bangalore",https://www.zomato.com/bangalore/graffiti-by-hoc-kalyan-nagar-bangalore/info,10:30am â€“ 1am (Today),151,4.3,0.0,0,500,Good,151,650.3,Low
452,452,Sultans Of Spice,"North Indian, Mughlai, Afghan, Biryani, Desserts, Beverages",1700," BluPetal Hotel, Koramangala, Bangalore",https://www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block-bangalore/info,Opens tomorrow at 12noon,"4,551",4.4,4.1,"1,969",850,Good,6520,28689.0,Medium
453,453,Sardarji Londonwaley,"North Indian, Chinese, Mughlai, Biryani, Beverages",950," Koramangala 7th Block, Bangalore",https://www.zomato.com/bangalore/sardarji-londonwaley-koramangala-7th-block-bangalore/info,"12midnight â€“ 3am, 11am â€“ 12midnight (Today)",917,3.4,3.9,38.3K,475,Average,39217,133338.8,Low
454,454,Tea Villa Cafe,"Cafe, Continental, Chinese, Mexican, Fast Food, Tea, Beverages, Desserts",1400," Jayanagar, Bangalore",https://www.zomato.com/bangalore/tea-villa-cafe-jayanagar-bangalore/info,Opens tomorrow at 10:30am,"2,555",4.0,4.0,500,700,Good,3055,12221.0,Medium
455,455,Mangroove Retreat Dining,"Chinese, Asian",2500," Electronic City, Bangalore",https://www.zomato.com/bangalore/mangroove-retreat-dining-electronic-city-bangalore/info,12noon â€“ 12midnight (Today),35,4.0,0.0,0,1250,Good,35,141.0,High
456,456,Parika Multicuisine & Coastal Fine Dine,"Mangalorean, Seafood, North Indian, Asian, Chinese, South Indian, Desserts, Beverages",1300," HSR, Bangalore",https://www.zomato.com/bangalore/parika-multicuisine-coastal-fine-dine-hsr/info,11:30am â€“ 11:30pm (Today),"1,963",4.3,4.1,"1,757",650,Good,3720,15997.0,Medium
457,457,Mainland China,"Chinese, Sushi, Seafood, Asian, Japanese, Beverages",2000," Church Street, Bangalore",https://www.zomato.com/bangalore/mainland-china-1-church-street-bangalore/info,Opens tomorrow at 12noon,"3,338",4.4,4.3,"1,013",1000,Good,4351,19145.4,Medium
458,458,Rim Naam - The Oberoi,"Thai, Asian, Seafood, Desserts",5000," The Oberoi, Bengaluru, Bangalore",https://www.zomato.com/bangalore/rim-naam-the-oberoi-mg-road-bangalore/info,"12:30pm â€“ 3pm, 7:30pm â€“ 11:30pm (Today)","1,218",4.9,0.0,0,2500,Excellent,1218,5969.2,High
459,459,Naati Sthala,"Biryani, South Indian",550," JP Nagar, Bangalore",https://www.zomato.com/bangalore/naati-sthala-jp-nagar-bangalore/info,12noon â€“ 12midnight (Today),28,3.8,4.1,142,275,Average,170,647.0,Low
460,460,Taiki,"Korean, Japanese, Sushi, Salad, Desserts, Tea, Beverages",700," JP Nagar, Bangalore",https://www.zomato.com/bangalore/taiki-jp-nagar-bangalore/info,Opens tomorrow at 12noon,276,4.2,4.0,18,350,Good,294,1235.8,Low
461,461,Onesta,"Pizza, Pasta, Sandwich, Fast Food, Desserts, Beverages",1000," HSR, Bangalore",https://www.zomato.com/bangalore/onesta-hsr/info,11am â€“ 12midnight (Today),"5,769",4.2,3.4,16.6K,500,Good,22369,93950.8,Low
462,462,The Rice Bowl,"Asian, Chinese, Sichuan, Seafood, Desserts",1600," Hotel Southern Star, Lavelle Road, Bangalore",https://www.zomato.com/bangalore/the-rice-bowl-1-lavelle-road/info,Opens tomorrow at 12noon,"1,277",4.3,4.4,890,800,Good,2167,9319.1,Medium
463,463,Kharva Resto Bar,"Chinese, Fast Food, Seafood, Continental, North Indian, Modern Indian, Biryani, Desserts",1000," Sarjapur Road, Bangalore",https://www.zomato.com/bangalore/kharva-resto-bar-sarjapur-road-bangalore/info,12noon â€“ 11:45pm (Today),669,4.2,4.2,648,500,Good,1317,5532.4,Low
464,464,The Drawing Room By Smoke House Deli,"Continental, Italian, Beverages",3000," Indiranagar, Bangalore",https://www.zomato.com/bangalore/the-drawing-room-by-smoke-house-deli-indiranagar-bangalore/info,12noon â€“ 1am (Today),65,4.4,0.0,0,1500,Good,65,287.0,High
465,465,1522 - The Pub,"Bar Food, North Indian, Mughlai, Chinese, Oriental, Pasta, Desserts, Beverages",2500," Kalyan Nagar, Bangalore",https://www.zomato.com/bangalore/1522-the-pub-kalyan-nagar-bangalore/info,11:30am â€“ 12midnight (Today),15,3.9,0.0,0,1250,Average,15,59.5,High
466,466,Mooch Marod,"North Indian, Beverages",600," Koramangala 6th Block, Bangalore",https://www.zomato.com/bangalore/mooch-marod-koramangala-6th-block-bangalore/info,"11:30am â€“ 4:30pm, 6:30pm â€“ 11:30pm (Today)","3,078",4.2,3.7,89,300,Good,3167,13302.4,Low
467,467,Bg'S Poolside Bar & Grill - Courtyard By Marriott,"Mediterranean, Italian, Mexican, Fast Food, Desserts",2000," Courtyard by Marriott, Bellandur, Bangalore",https://www.zomato.com/bangalore/bgs-poolside-bar-grill-courtyard-by-marriott-bellandur-bangalore/info,4pm â€“ 1am (Today),385,4.2,0.0,0,1000,Good,385,1618.0,Medium
468,468,Tree Tops Bar & Kitchen,"Finger Food, North Indian, Chinese, Burger, Seafood, Desserts",1300," Hotel Southern Star, Lavelle Road, Bangalore",https://www.zomato.com/bangalore/tree-tops-bar-kitchen-lavelle-road-bangalore/info,12noon â€“ 12:30am (Today),"1,423",4.2,4.0,16,650,Good,1439,6044.8,Medium
469,469,Quattro - The Leela Bhartiya City Bengaluru,"North Indian, Mediterranean, European",3500," The Leela Bhartiya City, Bengaluru, Bangalore",https://www.zomato.com/bangalore/quattro-the-leela-bhartiya-city-bengaluru-jakkur-bangalore/info,Opens tomorrow at 7am,333,4.2,4.2,297,1750,Good,630,2647.0,High
470,470,Shift Lounge & Bar,"Continental, Bar Food, North Indian, Italian, Chinese, Mughlai, Desserts, Beverages",2000," Bommanahalli, Bangalore",https://www.zomato.com/bangalore/shift-lounge-bar-bommanahalli-bangalore/info,11am â€“ 12:30am (Today),683,4.5,0.0,0,1000,Excellent,683,3074.5,Medium
471,471,CEVI,"North Indian, Biryani, Seafood, Beverages, Desserts",1500," HSR, Bangalore",https://www.zomato.com/bangalore/cevi-hsr-bangalore/info,Opens tomorrow at 12noon,189,4.5,3.7,14,750,Excellent,203,914.5,Medium
472,472,Hyderabad Biryaani House - Since 2003,"Biryani, North Indian, Chinese, Mughlai, Seafood, Beverages, Desserts",950," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/hyderabad-biryaani-house-since-2003-koramangala-5th-block-bangalore/info,"11:30am â€“ 4pm, 6:30pm â€“ 1am (Today)",947,4.0,3.9,31.4K,475,Good,32347,129389.0,Low
473,473,Copper + Cloves,"Salad, Healthy Food, Sandwich, Coffee, Beverages, Juices",600," Indiranagar, Bangalore",https://www.zomato.com/bangalore/copper-cloves-indiranagar-bangalore/info,Opens tomorrow at 9:30am,37,4.4,0.0,0,300,Good,37,163.8,Low
474,474,Societe Rangoon,"Burmese, Asian",1000," JP Nagar, Bangalore",https://www.zomato.com/bangalore/societe-rangoon-jp-nagar-bangalore/info,Opens tomorrow at 12noon,156,4.0,2.9,5,500,Good,161,645.0,Low
475,475,Iris Cafe,"Irish, Italian, Beverages, Desserts",950," HSR, Bangalore",https://www.zomato.com/bangalore/iris-cafe-hsr-bangalore/info,Opens tomorrow at 10am,"1,325",4.1,4.1,73,475,Good,1398,5732.8,Low
476,476,Meghana Foods,"Biryani, Andhra, North Indian, Seafood",1000," Residency Road, Bangalore",https://www.zomato.com/bangalore/meghana-foods-residency-road/info,"12midnight â€“ 1:30am, 11:30am â€“ 12midnight (Today)","2,321",4.2,4.4,32.4K,500,Good,34721,145829.2,Low
477,477,Kebabs & Kurries - ITC Gardenia,"North Indian, Kebab, Seafood",3000," ITC Gardenia, Bangalore",https://www.zomato.com/bangalore/kebabs-kurries-itc-gardenia-residency-road-bangalore/info,"12:30pm â€“ 2:45pm, 7pm â€“ 11:30pm (Today)",454,4.3,0.0,3,1500,Good,457,1966.1,High
478,478,Element X Resto Pub,Continental,2000," Koramangala 8th Block, Bangalore",https://www.zomato.com/bangalore/element-x-resto-pub-1-koramangala-8th-block-bangalore/info,Opens tomorrow at 11:45am,37,4.0,0.0,0,1000,Good,37,149.0,Medium
479,479,The Bangalore Dhaba,"North Indian, Biryani, Chinese, Mughlai, Fast Food, Momos, Desserts, Beverages",1200," Kalyan Nagar, Bangalore",https://www.zomato.com/bangalore/the-bangalore-dhaba-kalyan-nagar-bangalore/info,"11:30am â€“ 3:30pm, 7pm â€“ 11:30pm (Today)",714,4.2,4.2,"1,126",600,Good,1840,7729.0,Medium
480,480,Dolci Desserts,"Desserts, Bakery, Pasta, Street Food",850," Cunningham Road, Bangalore",https://www.zomato.com/bangalore/dolci-desserts-cunningham-road/info,Opens tomorrow at 10:30am,"1,210",4.3,4.2,924,425,Good,2134,9177.2,Low
