,Resturent_id,Restaurant,Restaurant_Type,Price_For_Two,Location,Link,Timing,Dining_Review_Count,Dining_Rating,Delivery_Rating,Delivery_Review_count,Price per Person,Rating Category,Total Review Count,Popularity score,price range category
481,481,Smooth Criminal,"Chinese, North Indian, Pizza, Biryani, Desserts, Beverages, Continental",1000," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/smooth-criminal-koramangala-5th-block-bangalore/info,12noon â€“ 12midnight (Today),155,3.9,0.0,3,500,Average,158,617.2,Low
482,482,Eden Park,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian, Sichuan",1300," Cunningham Road, Bangalore",https://www.zomato.com/bangalore/eden-park-cunningham-road/info,11:30am â€“ 12midnight (Today),933,3.9,4.0,620,650,Average,1553,6057.7,Medium
483,483,Kullad Cafe,"North Indian, Fast Food",400," BTM, Bangalore",https://www.zomato.com/bangalore/kullad-cafe-btm/info,Opens tomorrow at 7:30am,804,3.8,4.1,45.2K,200,Average,46004,174816.2,Low
484,484,Hungry Hippie,"North Indian, Italian, Continental, Mexican, Pizza, Fast Food, Desserts, Beverages",1200," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/hungry-hippie-koramangala-5th-block/info,11am â€“ 1am (Today),"3,471",4.2,4.1,92,600,Good,3563,14965.6,Medium
485,485,Imperio Restaurant,"Biryani, Kebab, Chinese, North Indian, Arabian, South Indian, Shawarma, Desserts",1000," HSR, Bangalore",https://www.zomato.com/bangalore/imperio-restaurant-2-hsr-bangalore/info,"12midnight â€“ 4am, 10am â€“ 12midnight (Today)",219,4.0,3.8,"7,108",500,Good,7327,29309.0,Low
486,486,Lyfe Farm To Fork Restaurant & Pizzeria,"Chinese, Continental, Pizza, Pasta, Desserts",2000," Varthur Main Road, Whitefield, Bangalore",https://www.zomato.com/bangalore/lyfe-farm-to-fork-restaurant-pizzeria-varthur-main-road-whitefield-bangalore/info,Opens tomorrow at 12noon,78,4.2,0.0,0,1000,Good,78,328.6,Medium
487,487,Fire Station,"Finger Food, North Indian, Continental, Italian, Chinese, Beverages, Desserts",1700," Electronic City, Bangalore",https://www.zomato.com/bangalore/fire-station-electronic-city-bangalore/info,12noon â€“ 1am (Today),"4,853",4.2,4.1,"2,458",850,Good,7311,30707.2,Medium
488,488,Dofu,"Chinese, Korean, Japanese, Asian, Desserts, Beverages",1400," Indiranagar, Bangalore",https://www.zomato.com/bangalore/dofu-indiranagar-bangalore/info,Opens tomorrow at 12noon,"1,053",4.1,3.5,"1,062",700,Good,2115,8672.5,Medium
489,489,Beijing Bites,"Chinese, Seafood, Thai, Rolls, Momos, Malaysian",1000," Shubh Enclave, Bangalore",https://www.zomato.com/bangalore/beijing-bites-sarjapur-road/info,Opens tomorrow at 12noon,711,3.6,4.0,"7,466",500,Average,8177,29438.2,Low
490,490,Masala Love & Co,"North Indian, Chinese, Street Food",1000," Jayanagar, Bangalore",https://www.zomato.com/bangalore/masala-love-co-jayanagar-bangalore/info,Opens tomorrow at 11am,168,4.0,4.0,6,500,Good,174,697.0,Low
491,491,Starbucks Coffee,"Cafe, Coffee, Desserts, Beverages",600," Ascendas Park Square, Whitefield, Bangalore",https://www.zomato.com/bangalore/starbucks-coffee-itpl-main-road-whitefield-bangalore/info,Opens tomorrow at 9am,153,4.1,4.1,"1,544",300,Good,1697,6958.7,Low
492,492,Bira 91 Limited Release Taproom,"Continental, Fast Food, Bar Food, North Indian, Italian, Beverages",2500," Koramangala 4th Block, Bangalore",https://www.zomato.com/bangalore/bira-91-limited-release-taproom-koramangala-4th-block-bangalore/info,11am â€“ 1am (Today),498,4.2,4.0,35,1250,Good,533,2239.6,High
493,493,Nandhana Palace,"Andhra, Biryani, North Indian, Chinese, Desserts, Ice Cream, Beverages",1400," Electronic City, Bangalore",https://www.zomato.com/bangalore/nandhana-palace-electronic-city-bangalore/info,"12midnight â€“ 1am, 10am â€“ 12midnight (Today)","1,366",4.3,4.0,10.4K,700,Good,11766,50594.8,Medium
494,494,The Rogue Elephant,"North Indian, Salad, Sandwich, Fast Food, Italian, Oriental, Desserts, Beverages",1200," Basavanagudi, Bangalore",https://www.zomato.com/bangalore/the-rogue-elephant-basavanagudi-bangalore/info,Opens tomorrow at 11:30am,"1,283",4.0,4.0,5,600,Good,1288,5153.0,Medium
495,495,Tutto Bene - Health Cafe by Little Italy,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",900," Indiranagar, Bangalore",https://www.zomato.com/bangalore/tutto-bene-health-cafe-by-little-italy-indiranagar-bangalore/info,Opens tomorrow at 8am,94,3.5,2.8,31,450,Average,125,438.5,Low
496,496,Nook - Aloft Bengaluru Cessna Business Park,"North Indian, Continental, Asian, Fast Food, South Indian, Desserts, Waffle",1200," Aloft Bengaluru Cessna Business Park, Kadubeesanahalli, Bangalore",https://www.zomato.com/bangalore/nook-aloft-bengaluru-cessna-business-park-kadubeesanahalli-bangalore/info,7am â€“ 11:30pm (Today),777,3.9,3.9,236,600,Average,1013,3951.7,Medium
497,497,World On A Plate - Citrine Hotel,"Continental, Mexican, Italian, Chinese, North Indian, Oriental, Burger, Desserts",1800," Citrine Hotel, Seshadripuram, Bangalore",https://www.zomato.com/bangalore/world-on-a-plate-citrine-hotel-seshadripuram-bangalore/info,Opens tomorrow at 7:30am,202,4.3,4.0,164,900,Good,366,1574.8,Medium
498,498,Blurred,"North Indian, South Indian, Continental, Chinese",1000," Koramangala 5th Block, Bangalore",https://www.zomato.com/bangalore/blurred-koramangala-5th-block-bangalore/info,12noon â€“ 12midnight (Today),637,4.1,0.0,1,500,Good,638,2616.8,Low
499,499,Kozy Brew Cafe,"Coffee, Shake, Beverages, Momos, Sandwich, Pizza, Fast Food, Street Food",300," Electronic City, Bangalore",https://www.zomato.com/bangalore/kozy-brew-cafe-electronic-city-bangalore/info,Opens tomorrow at 11:30am,52,4.1,0.0,4,150,Good,56,230.6,Low
500,500,Salvadores,"Continental, Pasta, Salad, Desserts, Beverages",2500," MG Road, Bangalore",https://www.zomato.com/bangalore/salvadores-mg-road-bangalore/info,Opens tomorrow at 11am,648,4.6,0.0,0,1250,Excellent,648,2981.8,High
